arm,sweep,model,repeat_index,task,signature,test,weight,threshold_p,n,block_len,theta,null,boot_p,direction_correct
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,0.204351036314298,0.0,0.06096951524237881,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,0.12990996263674953,0.0,0.9010494752623688,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.5,0.5,0.7986006996501749,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,0.8,0.0,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,0.0,0.0,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.9,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,-0.11654158042794743,0.0,0.18790604697651175,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,100,5,0.04262664719283023,0.0,0.27386306846576713,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,74,4,-0.02943625845806033,0.0,0.3503248375812094,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,40,3,0.65,0.5,0.04447776111944028,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,100,5,0.74,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.8666666666666667,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,14,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,0.16846820186293954,0.0,0.7546226886556722,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.6875,0.05,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,-0.06030226891555273,0.0,0.4942528735632184,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.0,0.0,0.661,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,-0.09701425001453319,0.0,0.272863568215892,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,23,3,0.2608695652173913,0.55,0.9800099950024987,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,100,5,0.0,0.0,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,100,5,0.5,0.5,0.5527236381809095,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,3,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,50,4,0.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.025,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.1625,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,0.16068089916287248,0.0,0.9565217391304348,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.22,0.5,0.005997001499250375,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.011383935768411596,0.0,0.5695564516129032,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.5727272727272728,0.5,0.2448775612193903,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.045239144337733295,0.0,0.344327836081959,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,-0.07620328877276399,0.0,0.26686656671664166,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,5,2,0.4,0.5,0.9280359820089955,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,2,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,21,3,0.6363636363636364,0.0,0.001999000499750125,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,21,3,0.8095238095238095,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,21,3,0.5465827042417112,0.0,0.9640179910044977,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,7,2,0.8571428571428571,0.5,0.0069965017491254375,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.4666666666666667,0.5,0.760119940029985,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.3583291912640301,0.0,0.03698150924537731,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.0625,0.05,0.4272863568215892,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,-0.11547005383792514,0.0,0.9201053555750659,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.0,0.0,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.18190171877724973,0.0,0.7461269365317341,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,2,2,1.0,0.55,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,5,2,0.6,0.5,0.0544727636181909,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,3,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,3,2,0.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.2625,0.5,0.9940029985007496,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.3875,0.5,0.8985507246376812,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,-0.010686722464923437,0.0,0.5112443778110944,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,4,2,0.75,0.5,0.43778110944527737,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,6,2,0.8333333333333334,0.5,0.0559720139930035,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,0.8,0.5,0.00399800099950025,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,0.7,0.5,0.01649175412293853,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.6666666666666666,0.5,0.24037981009495252,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,0.7666666666666667,0.0,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,0.0,0.0,0.5413306451612904,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.8833333333333333,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,-0.06700028836625795,0.0,0.28585707146426786,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,13,2,0.11207313002423883,0.0,0.3243107769423559,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,5,2,0.4,0.5,0.7096451774112944,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,13,2,0.38461538461538464,0.5,0.9145427286356822,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.5333333333333333,0.5,0.48425787106446777,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,0.057047433435069475,0.0,0.5582208895552224,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.3125,0.05,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,-0.18090680674665813,0.0,0.6861569215392304,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,-0.25,0.0,0.7653319817536746,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.08488746876271654,0.0,0.7056471764117941,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,8,2,0.25,0.0,0.25692695214105793,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,8,2,0.625,0.5,0.46976511744127936,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,3,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,4,2,0.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,39,3,0.02564102564102564,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,39,3,0.1794871794871795,0.5,0.9985007496251874,False
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,39,3,0.17894736842105263,0.0,0.9090454772613693,False
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.2,0.5,0.011494252873563218,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,0.15222411401524233,0.0,0.9650174912543729,False
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.43636363636363634,0.5,0.8070964517741129,False
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.04357857051622868,0.0,0.42478760619690153,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,-0.0546729939723493,0.0,0.344327836081959,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,2,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,23,3,0.2,0.0,0.20239880059970014,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,23,3,0.6521739130434783,0.5,0.06846576711644178,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,23,3,0.30163539746559476,0.0,0.9615192403798101,False
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,6,2,0.3333333333333333,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.5333333333333333,0.5,0.512743628185907,True
panel,rebuttal_v1_launch_20260724_211936,qwen3-vl-235b-instruct,3,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.225515635298009,0.0,0.19140429785107446,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.025,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.2375,0.5,0.9975012493753124,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,-0.05331957853532561,0.0,0.3683158420789605,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.16,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.5063279534542279,0.0,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.7818181818181819,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.32069509305350163,0.0,0.005497251374312844,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,0.021330988301819023,0.0,0.5962018990504747,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,64,4,0.5766437925881717,0.0,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,60,4,0.9166666666666666,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,0.26822144025206196,0.0,0.043478260869565216,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,-0.04981773814984451,0.0,0.3328335832083958,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.8333333333333334,0.5,0.06046976511744128,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,0.7000000000000001,0.0,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,-0.09999999999999998,0.0,0.8393939393939394,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.85,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,0.020267173775748333,0.0,0.5112443778110944,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,37,3,0.1355119771428904,0.0,0.06746626686656672,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,28,3,0.3629103434018,0.0,0.9805097451274363,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,11,2,0.8181818181818182,0.5,0.0034982508745627187,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,37,3,0.7567567567567568,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.13333333333333333,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,14,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.4412753308360041,0.0,0.01649175412293853,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.8125,0.05,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,-0.3580574370197164,0.0,0.8764044943820225,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,-0.5,0.0,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.3759302188063161,0.0,0.9270364817591205,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,67,4,0.26865671641791045,0.55,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,100,5,0.02,0.0,0.8140929535232384,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,100,5,0.51,0.5,0.4657671164417791,True
panel,rebuttal_v1_launch_20260724_211936,gemini-3-flash-preview,4,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,50,4,0.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.1125,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.2875,0.5,0.993503248375812,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,-0.05987525778215967,0.0,0.4657671164417791,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.26,0.5,0.021989005497251374,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.1581995413224364,0.0,0.0864567716141929,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.6727272727272727,0.5,0.028985507246376812,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.1642804686930226,0.0,0.1539230384807596,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,0.04470526489808325,0.0,0.6771614192903548,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,9,2,0.3333333333333333,0.5,0.9575212393803099,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,2,2,0.5,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,51,4,0.6923076923076923,0.0,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,51,4,0.8431372549019608,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,51,4,0.7574626349043021,0.0,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,7,2,0.7142857142857143,0.5,0.09345327336331834,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,2,2,0.5,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.3125,0.05,0.0009995002498750624,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,0.06030226891555281,0.0,0.4945,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.25,0.0,0.29302558956347213,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,-0.14552137502179976,0.0,0.1329335332333833,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,4,2,0.75,0.55,0.43278360819590206,True
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,32,3,0.0,0.0,1.0,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,32,3,0.5,0.5,0.5107446276861569,False
panel,rebuttal_v1_launch_20260724_211936,gpt-5.4-nano,4,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,16,3,0.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,4,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.325,0.5,0.967016491754123,False
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,4,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.55,0.5,0.32733633183408295,True
panel,rebuttal_v1_launch_20260724_211936,kimi-k2.5,4,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,-0.013463403932530737,0.0,0.3243378310844578,True
